Wavelength	Blue	Green	Red	NIR
502	0.725742329644955	0.0749281125075449	0	0
503	0.698107330092519	0.0818682704607942	0	0
504	0.670036557267376	0.0893135559740138	0	0
505	0.641669439268356	0.0972859419966145	0	0
506	0.613141581369785	0.105806838557231	0	0
507	0.584583752031695	0.114896904966302	0	0
508	0.556120965247641	0.124575851449947	0	0
509	0.527871666864207	0.134862231199707	0	0
510	0.49994703058593	0.145773224015614	0	0
511	0.472450367449785	0.157324412914404	0	0
512	0.445476650652161	0.169529555267834	0	0
513	0.419112155774103	0.1824003502251	0	0
514	0.393434214709663	0.195946204355249	0	0
515	0.368511079986059	0.210173997617028	0	0
516	0.344401894697208	0.225087851921546	0	0
517	0.321156761973825	0.240688904694139	0	0
518	0.298816906798469	0.256975089962634	0	0
519	0.277414922052863	0.273940929596548	0	0
520	0.256975089962634	0.291577337392664	0	0
521	0.237513769582163	0.309871438743845	0	0
522	0.219039840635753	0.328806408637532	0	0
523	0.201555193893313	0.348361330705553	0	0
524	0.18505525829821	0.368511079986059	0	0
525	0.169529555267834	0.389226231959949	0	0
526	0.154962270937371	0.410473000287265	0	0
527	0.141332837595988	0.432213205493309	0	0
528	0.128616516152668	0.454404276639894	0	0
529	0.116784972145928	0.476999287765022	0	0
530	0.105806838557231	0.49994703058593	0	0
531	0.0956482594819565	0.523192124637914	0	0
532	0.0862734095348686	0.546675165667561	0	0
533	0.0776449847009071	0.570332912717248	0	0
534	0.0697246611699953	0.594098513932263	0	0
535	0.0624735195013058	0.617901770697066	0	0
536	0.0558524322348375	0.641669439268356	0	0
537	0.0498224137950311	0.665325568625162	0	0
538	0.0443449322033636	0.68879187280625	0	0
539	0.0393821827273573	0.711988135558808	0	0
540	0.0348973241371916	0.734832644686254	0	0
541	0.0308546787150097	0.757242653063463	0	0
542	0.0272198975647677	0.779134862891365	0	0
543	0.0239600931023888	0.800425929396046	0	0
544	0.0210439408688332	0.821032979846279	0	0
545	0.0184417530054618	0.840874143473698	0	0
546	0.0161255258657919	0.859869087636734	0	0
547	0.0140689643152516	0.87793955537789	0	0
548	0.0122474852962916	0.895009899387764	0	0
549	0.0106382032160595	0.911007607311917	0	0
550	0.00921989965387977	0.925863813320556	0	0
551	0.00797297979215237	0.939513790907678	0	0
552	0.00687941785304415	0.951897421996402	0	0
553	0.00592269368035516	0.962959637600335	0	0
554	0.00508772244671129	0.972650825525669	0	0
555	0.00436077929590484	0.980927200892916	0	0
556	0.00372942055343	0.987751135607579	0	0
557	0.00318240295920237	0.99309144331131	0	0
558	0.00270960219873483	0.996923616794362	0	0
559	0.00230193183575621	0.999230015340445	0	0
560	0.00195126358296123	1	0	0
561	0.00165034969031523	0.999230015340445	0	0
562	0.00139274808366555	0.996923616794362	0	0
563	0.00117275075144649	0.99309144331131	0	0
564	0	0.987751135607579	0	0
565	0	0.980927200892916	0	0
566	0	0.972650825525669	0	0
567	0	0.962959637600335	0	0
568	0	0.951897421996402	0	0
569	0	0.939513790907678	0	0
570	0	0.925863813320556	0	0
571	0	0.911007607311917	0	0
572	0	0.895009899387764	0	0
573	0	0.87793955537789	0	0
574	0	0.859869087636734	0	0
575	0	0.840874143473698	0	0
576	0	0.821032979846279	0	0
577	0	0.800425929396046	0.00117275075144649	0
578	0	0.779134862891365	0.00139274808366555	0
579	0	0.757242653063463	0.00165034969031523	0
580	0	0.734832644686254	0.00195126358296123	0
581	0	0.711988135558808	0.00230193183575621	0
582	0	0.68879187280625	0.00270960219873483	0
583	0	0.665325568625162	0.00318240295920237	0
584	0	0.641669439268356	0.00372942055343	0
585	0	0.617901770697066	0.00436077929590484	0
586	0	0.594098513932263	0.00508772244671129	0
587	0	0.570332912717248	0.00592269368035516	0
588	0	0.546675165667561	0.00687941785304415	0
589	0	0.523192124637914	0.00797297979215237	0
590	0	0.49994703058593	0.00921989965387977	0
591	0	0.476999287765022	0.0106382032160595	0
592	0	0.454404276639894	0.0122474852962916	0
593	0	0.432213205493309	0.0140689643152516	0
594	0	0.410473000287265	0.0161255258657919	0
595	0	0.389226231959949	0.0184417530054618	0
596	0	0.368511079986059	0.0210439408688332	0
597	0	0.348361330705553	0.0239600931023888	0
598	0	0.328806408637532	0.0272198975647677	0
599	0	0.309871438743845	0.0308546787150097	0
600	0	0.291577337392664	0.0348973241371916	0
601	0	0.273940929596548	0.0393821827273573	0
602	0	0.256975089962634	0.0443449322033636	0
603	0	0.240688904694139	0.0498224137950311	0
604	0	0.225087851921546	0.0558524322348375	0
605	0	0.210173997617028	0.0624735195013058	0
606	0	0.195946204355249	0.0697246611699953	0
607	0	0.1824003502251	0.0776449847009071	0
608	0	0.169529555267834	0.0862734095348686	0
609	0	0.157324412914404	0.0956482594819565	0
610	0	0.145773224015614	0.105806838557231	0
611	0	0.134862231199707	0.116784972145928	0
612	0	0.124575851449947	0.128616516152668	0
613	0	0.114896904966302	0.141332837595988	0
614	0	0.105806838557231	0.154962270937371	0
615	0	0.0972859419966145	0.169529555267834	0
616	0	0.0893135559740138	0.18505525829821	0
617	0	0.0818682704607942	0.201555193893313	0
618	0	0.0749281125075449	0.219039840635753	0
619	0	0.0684707226772186	0.237513769582163	0
620	0	0.0624735195013058	0.256975089962634	0
621	0	0.056913851521239	0.277414922052863	0
622	0	0.0517691366424464	0.298816906798469	0
623	0	0.047016988682674	0.321156761973825	0
624	0	0.0426353311382976	0.344401894697208	0
625	0	0.0386024983215346	0.368511079986059	0
626	0	0.0348973241371916	0.393434214709663	0
627	0	0.0314992188695526	0.419112155774103	0
628	0	0.0283882344381392	0.445476650652161	0
629	0	0.0255451186555074	0.472450367449785	0
630	0	0.0229513590813049	0.49994703058593	0
631	0	0.0205892171149814	0.527871666864207	0
632	0	0.0184417530054618	0.556120965247641	0
633	0	0.0164928424804984	0.584583752031695	0
634	0	0.0147271857121476	0.613141581369785	0
635	0	0.0131303093387948	0.641669439268356	0
636	0	0.0116885622593139	0.670036557267376	0
637	0	0.0103891059023046	0.698107330092519	0
638	0	0.00921989965387978	0.725742329644955	0
639	0	0.00816968210217298	0.752799405823451	0
640	0	0.00722794872657244	0.779134862891365	0
641	0	0.00638492662558276	0.804604698448423	0
642	0	0.00563154684006384	0.829065890582451	0
643	0	0.00495941478922276	0.85237771749629	0
644	0	0.00436077929590485	0.87440309286303	0
645	0	0.00382850063614781	0.895009899387764	0
646	0	0.00335601800625412	0.9140723025702	0
647	0	0.00293731675935971	0.931472026488109	0
648	0	0.00256689572311611	0.947099573568398	0
649	0	0.00223973487106974	0.960855370785726	0
650	0	0.00195126358296123	0.972650825525669	0
651	0	0.001697329693754	0.982409275461076	0
652	0	0.00147416949795159	0.99006681819975	0
653	0	0.00127837884483122	0.995573008145246	0
654	0	0.00110688543171199	0.99889140994048	0
655	0	0	1	0
656	0	0	0.99889140994048	0
657	0	0	0.995573008145246	0
658	0	0	0.99006681819975	0
659	0	0	0.982409275461076	0
660	0	0	0.972650825525669	0
661	0	0	0.960855370785726	0
662	0	0	0.947099573568398	0
663	0	0	0.931472026488109	0
664	0	0	0.9140723025702	0
665	0	0	0.895009899387764	0
666	0	0	0.87440309286303	0
667	0	0	0.85237771749629	0
668	0	0	0.829065890582451	0
669	0	0	0.804604698448423	0
670	0	0	0.779134862891365	0
671	0	0	0.752799405823451	0
672	0	0	0.725742329644955	0
673	0	0	0.698107330092519	0
674	0	0	0.670036557267376	0
675	0	0	0.641669439268356	0
676	0	0	0.613141581369785	0
677	0	0	0.584583752031695	0
678	0	0	0.556120965247641	0
679	0	0	0.527871666864207	0.00102937430436906
680	0	0	0.49994703058593	0.0011476372115665
681	0	0	0.472450367449785	0.00127837884483121
682	0	0	0.445476650652161	0.00142278141524008
683	0	0	0.419112155774103	0.0015821237398999
684	0	0	0.393434214709663	0.00175778747550975
685	0	0	0.368511079986059	0.00195126358296123
686	0	0	0.344401894697208	0.00216415901341286
687	0	0	0.321156761973825	0.00239820360379329
688	0	0	0.298816906798469	0.00265525716701932
689	0	0	0.277414922052863	0.00293731675935971
690	0	0	0.256975089962634	0.0032465241043378
691	0	0	0.237513769582163	0.00358517314934949
692	0	0	0.219039840635753	0.00395571772778633
693	0	0	0.201555193893313	0.00436077929590484
694	0	0	0.18505525829821	0.00480315470998579
695	0	0	0.169529555267834	0.00528582400549402
696	0	0	0.154962270937371	0.00581195813600079
697	0	0	0.141332837595988	0.00638492662558274
698	0	0	0.128616516152668	0.00700830508429215
699	0	0	0.116784972145928	0.00768588253212406
700	0	0	0.105806838557231	0.00842166847272065
701	0	0	0.0956482594819565	0.00921989965387977
702	0	0	0.0862734095348686	0.0100850464478133
703	0	0	0.0776449847009071	0.0110218187800649
704	0	0	0.0697246611699953	0.0120351715320935
705	0	0	0.0624735195013058	0.0131303093387948
706	0	0	0.0558524322348375	0.014312690698724
707	0	0	0.0498224137950311	0.0155880313115406
708	0	0	0.0443449322033636	0.0169623065542738
709	0	0	0.0393821827273573	0.0184417530054618
710	0	0	0.0348973241371916	0.0200328689240991
711	0	0	0.0308546787150097	0.0217424135886899
712	0	0	0.0272198975647677	0.0235774054006135
713	0	0	0.0239600931023888	0.0255451186555074
714	0	0	0.0210439408688332	0.0276530788865288
715	0	0	0.0184417530054618	0.0299090566842166
716	0	0	0.0161255258657919	0.0323210598992948
717	0	0	0.0140689643152516	0.0348973241371916
718	0	0	0.0122474852962916	0.037646301456334
719	0	0	0.0106382032160595	0.0405766471864727
720	0	0	0.00921989965387977	0.0436972047884176
721	0	0	0.00797297979215237	0.047016988682674
722	0	0	0.00687941785304415	0.0505451649815749
723	0	0	0.00592269368035516	0.054291030067638
724	0	0	0.00508772244671129	0.0582639869700385
725	0	0	0.00436077929590484	0.0624735195013058
726	0	0	0.00372942055343	0.0669291641275908
727	0	0	0.00318240295920237	0.0716404795581264
728	0	0	0.00270960219873483	0.0766170140527752
729	0	0	0.00230193183575621	0.0818682704607942
730	0	0	0.00195126358296123	0.0874036690191063
731	0	0	0.00165034969031523	0.0932325079543916
732	0	0	0.00139274808366555	0.099363921950126
733	0	0	0.00117275075144649	0.105806838557231
734	0	0	0	0.112569932645145
735	0	0	0	0.119661579008808
736	0	0	0	0.127089803266107
737	0	0	0	0.134862231199707
738	0	0	0	0.142986036716626
739	0	0	0	0.151467888618448
740	0	0	0	0.160313896394314
741	0	0	0	0.169529555267834
742	0	0	0	0.179119690747529
743	0	0	0	0.189088402948162
744	0	0	0	0.199439010967269
745	0	0	0	0.210173997617028
746	0	0	0	0.221294954826253
747	0	0	0	0.232802530040464
748	0	0	0	0.244696373959587
749	0	0	0	0.256975089962634
750	0	0	0	0.269636185576524
751	0	0	0	0.282676026351914
752	0	0	0	0.29608979251233
753	0	0	0	0.309871438743845
754	0	0	0	0.324013657491027
755	0	0	0	0.33850784612059
756	0	0	0	0.353344078307199
757	0	0	0	0.368511079986059
758	0	0	0	0.383996210204155
759	0	0	0	0.399785447186384
760	0	0	0	0.415863379914248
761	0	0	0	0.432213205493309
762	0	0	0	0.448816732561263
763	0	0	0	0.465654390961425
764	0	0	0	0.482705247876587
765	0	0	0	0.49994703058593
766	0	0	0	0.51735615597292
767	0	0	0	0.534907766875226
768	0	0	0	0.552575775328752
769	0	0	0	0.570332912717248
770	0	0	0	0.588150786796755
771	0	0	0	0.605999945520798
772	0	0	0	0.62384994754793
773	0	0	0	0.641669439268356
774	0	0	0	0.659426238141233
775	0	0	0	0.677087422089225
776	0	0	0	0.694619424652271
777	0	0	0	0.711988135558808
778	0	0	0	0.729159006330079
779	0	0	0	0.74609716049218
780	0	0	0	0.762767507931368
781	0	0	0	0.779134862891365
782	0	0	0	0.795164065077193
783	0	0	0	0.810820103298846
784	0	0	0	0.826068241060143
785	0	0	0	0.840874143473698
786	0	0	0	0.855204004862382
787	0	0	0	0.869024676391142
788	0	0	0	0.882303793060809
789	0	0	0	0.895009899387764
790	0	0	0	0.90711257309011
791	0	0	0	0.918582546102538
792	0	0	0	0.929391822248291
793	0	0	0	0.939513790907678
794	0	0	0	0.948923336038361
795	0	0	0	0.957596939923106
796	0	0	0	0.965512781045753
797	0	0	0	0.972650825525668
798	0	0	0	0.978992911574695
799	0	0	0	0.984522826478426
800	0	0	0	0.989226375645207
801	0	0	0	0.99309144331131
802	0	0	0	0.996108044538965
803	0	0	0	0.998268368194899
804	0	0	0	0.999566810650486
805	0	0	0	1
806	0	0	0	0.999566810650486
807	0	0	0	0.998268368194899
808	0	0	0	0.996108044538965
809	0	0	0	0.99309144331131
810	0	0	0	0.989226375645207
811	0	0	0	0.984522826478426
812	0	0	0	0.978992911574695
813	0	0	0	0.972650825525668
814	0	0	0	0.965512781045753
815	0	0	0	0.957596939923106
816	0	0	0	0.948923336038361
817	0	0	0	0.939513790907678
818	0	0	0	0.929391822248291
819	0	0	0	0.918582546102538
820	0	0	0	0.90711257309011
821	0	0	0	0.895009899387764
822	0	0	0	0.882303793060809
823	0	0	0	0.869024676391142
824	0	0	0	0.855204004862382
825	0	0	0	0.840874143473698
826	0	0	0	0.826068241060143
827	0	0	0	0.810820103298846
828	0	0	0	0.795164065077193
829	0	0	0	0.779134862891365
830	0	0	0	0.762767507931368
831	0	0	0	0.74609716049218
832	0	0	0	0.729159006330079
833	0	0	0	0.711988135558808
834	0	0	0	0.694619424652271
835	0	0	0	0.677087422089225
836	0	0	0	0.659426238141233
837	0	0	0	0.641669439268356
838	0	0	0	0.62384994754793
839	0	0	0	0.605999945520798
840	0	0	0	0.588150786796755
841	0	0	0	0.570332912717248
842	0	0	0	0.552575775328752
843	0	0	0	0.534907766875226
844	0	0	0	0.51735615597292
845	0	0	0	0.49994703058593
846	0	0	0	0.482705247876587
847	0	0	0	0.465654390961425
848	0	0	0	0.448816732561263
849	0	0	0	0.432213205493309
850	0	0	0	0.415863379914248
851	0	0	0	0.399785447186384
852	0	0	0	0.383996210204155
853	0	0	0	0.368511079986059
854	0	0	0	0.353344078307199
855	0	0	0	0.33850784612059
856	0	0	0	0.324013657491027
857	0	0	0	0.309871438743845
858	0	0	0	0.29608979251233
859	0	0	0	0.282676026351914
860	0	0	0	0.269636185576524
861	0	0	0	0.256975089962634
862	0	0	0	0.244696373959587
863	0	0	0	0.232802530040464
864	0	0	0	0.221294954826253
865	0	0	0	0.210173997617028
866	0	0	0	0.199439010967269
867	0	0	0	0.189088402948162
868	0	0	0	0.179119690747529
869	0	0	0	0.169529555267834
870	0	0	0	0.160313896394314
871	0	0	0	0.151467888618448
872	0	0	0	0.142986036716626
873	0	0	0	0.134862231199707
874	0	0	0	0.127089803266107
875	0	0	0	0.119661579008808
876	0	0	0	0.112569932645145
877	0	0	0	0.105806838557231
878	0	0	0	0.099363921950126
879	0	0	0	0.0932325079543916
880	0	0	0	0.0874036690191063
881	0	0	0	0.0818682704607942
882	0	0	0	0.0766170140527752
883	0	0	0	0.0716404795581264
884	0	0	0	0.0669291641275908
885	0	0	0	0.0624735195013058
886	0	0	0	0.0582639869700385
887	0	0	0	0.054291030067638
888	0	0	0	0.0505451649815749
889	0	0	0	0.047016988682674
890	0	0	0	0.0436972047884176
891	0	0	0	0.0405766471864727
892	0	0	0	0.037646301456334
893	0	0	0	0.0348973241371916
894	0	0	0	0.0323210598992948
895	0	0	0	0.0299090566842166
896	0	0	0	0.0276530788865288
897	0	0	0	0.0255451186555074
898	0	0	0	0.0235774054006135
899	0	0	0	0.0217424135886899
900	0	0	0	0.0200328689240991
901	0	0	0	0.0184417530054618
902	0	0	0	0.0169623065542738
903	0	0	0	0.0155880313115406
904	0	0	0	0.014312690698724
905	0	0	0	0.0131303093387948
906	0	0	0	0.0120351715320935
907	0	0	0	0.0110218187800649
908	0	0	0	0.0100850464478133
909	0	0	0	0.00921989965387977
910	0	0	0	0.00842166847272065
911	0	0	0	0.00768588253212406
912	0	0	0	0.00700830508429215
913	0	0	0	0.00638492662558274
914	0	0	0	0.00581195813600079
915	0	0	0	0.00528582400549402
916	0	0	0	0.00480315470998579
917	0	0	0	0.00436077929590484
918	0	0	0	0.00395571772778633
919	0	0	0	0.00358517314934949
920	0	0	0	0.0032465241043378
921	0	0	0	0.00293731675935971
922	0	0	0	0.00265525716701932
923	0	0	0	0.00239820360379329
924	0	0	0	0.00216415901341286
925	0	0	0	0.00195126358296123
926	0	0	0	0.00175778747550975
927	0	0	0	0.0015821237398999
928	0	0	0	0.00142278141524008
929	0	0	0	0.00127837884483121
930	0	0	0	0.0011476372115665
931	0	0	0	0.00102937430436906
932	0	0	0	0
933	0	0	0	0
934	0	0	0	0
935	0	0	0	0
936	0	0	0	0
937	0	0	0	0
938	0	0	0	0
939	0	0	0	0
940	0	0	0	0
941	0	0	0	0
942	0	0	0	0
943	0	0	0	0
944	0	0	0	0
945	0	0	0	0
946	0	0	0	0
947	0	0	0	0
948	0	0	0	0
949	0	0	0	0
950	0	0	0	0
951	0	0	0	0
952	0	0	0	0
953	0	0	0	0
954	0	0	0	0
955	0	0	0	0
956	0	0	0	0
957	0	0	0	0
958	0	0	0	0
959	0	0	0	0
960	0	0	0	0
961	0	0	0	0
962	0	0	0	0
963	0	0	0	0
964	0	0	0	0
965	0	0	0	0
966	0	0	0	0
967	0	0	0	0
968	0	0	0	0
969	0	0	0	0
970	0	0	0	0
971	0	0	0	0
972	0	0	0	0
973	0	0	0	0
974	0	0	0	0
975	0	0	0	0
976	0	0	0	0
977	0	0	0	0
978	0	0	0	0
979	0	0	0	0
980	0	0	0	0
981	0	0	0	0
982	0	0	0	0
983	0	0	0	0
984	0	0	0	0
985	0	0	0	0
986	0	0	0	0
987	0	0	0	0
988	0	0	0	0
989	0	0	0	0
990	0	0	0	0
991	0	0	0	0
992	0	0	0	0
993	0	0	0	0
994	0	0	0	0
995	0	0	0	0
996	0	0	0	0
997	0	0	0	0
998	0	0	0	0
999	0	0	0	0
1000	0	0	0	0
1001	0	0	0	0
1002	0	0	0	0
1003	0	0	0	0
1004	0	0	0	0
1005	0	0	0	0
1006	0	0	0	0
1007	0	0	0	0
1008	0	0	0	0
1009	0	0	0	0
1010	0	0	0	0
1011	0	0	0	0
1012	0	0	0	0
1013	0	0	0	0
1014	0	0	0	0
1015	0	0	0	0
1016	0	0	0	0
1017	0	0	0	0
1018	0	0	0	0
1019	0	0	0	0
1020	0	0	0	0
1021	0	0	0	0
1022	0	0	0	0
1023	0	0	0	0
1024	0	0	0	0
1025	0	0	0	0
1026	0	0	0	0
1027	0	0	0	0
1028	0	0	0	0
1029	0	0	0	0
1030	0	0	0	0
1031	0	0	0	0
1032	0	0	0	0
1033	0	0	0	0
1034	0	0	0	0
1035	0	0	0	0
1036	0	0	0	0
1037	0	0	0	0
1038	0	0	0	0
1039	0	0	0	0
1040	0	0	0	0
1041	0	0	0	0
1042	0	0	0	0
1043	0	0	0	0
1044	0	0	0	0
1045	0	0	0	0
1046	0	0	0	0
1047	0	0	0	0
1048	0	0	0	0
1049	0	0	0	0
1050	0	0	0	0
1051	0	0	0	0
1052	0	0	0	0
1053	0	0	0	0
1054	0	0	0	0
1055	0	0	0	0
1056	0	0	0	0
1057	0	0	0	0
1058	0	0	0	0
1059	0	0	0	0
1060	0	0	0	0
1061	0	0	0	0
1062	0	0	0	0
1063	0	0	0	0
1064	0	0	0	0
1065	0	0	0	0
1066	0	0	0	0
1067	0	0	0	0
1068	0	0	0	0
1069	0	0	0	0
1070	0	0	0	0
1071	0	0	0	0
1072	0	0	0	0
1073	0	0	0	0
1074	0	0	0	0
1075	0	0	0	0
1076	0	0	0	0
1077	0	0	0	0
1078	0	0	0	0
1079	0	0	0	0
1080	0	0	0	0
1081	0	0	0	0
1082	0	0	0	0
1083	0	0	0	0
1084	0	0	0	0
1085	0	0	0	0
1086	0	0	0	0
1087	0	0	0	0
1088	0	0	0	0
1089	0	0	0	0
1090	0	0	0	0
1091	0	0	0	0
1092	0	0	0	0
1093	0	0	0	0
1094	0	0	0	0
1095	0	0	0	0
1096	0	0	0	0
1097	0	0	0	0
1098	0	0	0	0
1099	0	0	0	0
1100	0	0	0	0
1101	0	0	0	0
1102	0	0	0	0
1103	0	0	0	0
1104	0	0	0	0
1105	0	0	0	0
1106	0	0	0	0
1107	0	0	0	0
1108	0	0	0	0
1109	0	0	0	0
1110	0	0	0	0
1111	0	0	0	0
1112	0	0	0	0
1113	0	0	0	0
1114	0	0	0	0
1115	0	0	0	0
1116	0	0	0	0
1117	0	0	0	0
1118	0	0	0	0
1119	0	0	0	0
1120	0	0	0	0
1121	0	0	0	0
1122	0	0	0	0
1123	0	0	0	0
1124	0	0	0	0
1125	0	0	0	0
1126	0	0	0	0
1127	0	0	0	0
1128	0	0	0	0
1129	0	0	0	0
1130	0	0	0	0
1131	0	0	0	0
1132	0	0	0	0
1133	0	0	0	0
1134	0	0	0	0
1135	0	0	0	0
1136	0	0	0	0
1137	0	0	0	0
1138	0	0	0	0
1139	0	0	0	0
1140	0	0	0	0
1141	0	0	0	0
1142	0	0	0	0
1143	0	0	0	0
1144	0	0	0	0
1145	0	0	0	0
1146	0	0	0	0
1147	0	0	0	0
1148	0	0	0	0
1149	0	0	0	0
1150	0	0	0	0
1151	0	0	0	0
1152	0	0	0	0
1153	0	0	0	0
1154	0	0	0	0
1155	0	0	0	0
1156	0	0	0	0
1157	0	0	0	0
1158	0	0	0	0
1159	0	0	0	0
1160	0	0	0	0
1161	0	0	0	0
1162	0	0	0	0
1163	0	0	0	0
1164	0	0	0	0
1165	0	0	0	0
1166	0	0	0	0
1167	0	0	0	0
1168	0	0	0	0
1169	0	0	0	0
1170	0	0	0	0
1171	0	0	0	0
1172	0	0	0	0
1173	0	0	0	0
1174	0	0	0	0
1175	0	0	0	0
1176	0	0	0	0
1177	0	0	0	0
1178	0	0	0	0
1179	0	0	0	0
1180	0	0	0	0
1181	0	0	0	0
1182	0	0	0	0
1183	0	0	0	0
1184	0	0	0	0
1185	0	0	0	0
1186	0	0	0	0
1187	0	0	0	0
1188	0	0	0	0
1189	0	0	0	0
1190	0	0	0	0
1191	0	0	0	0
1192	0	0	0	0
1193	0	0	0	0
1194	0	0	0	0
1195	0	0	0	0
1196	0	0	0	0
1197	0	0	0	0
1198	0	0	0	0
1199	0	0	0	0
1200	0	0	0	0
1201	0	0	0	0
1202	0	0	0	0
1203	0	0	0	0
1204	0	0	0	0
1205	0	0	0	0
1206	0	0	0	0
1207	0	0	0	0
1208	0	0	0	0
1209	0	0	0	0
1210	0	0	0	0
1211	0	0	0	0
1212	0	0	0	0
1213	0	0	0	0
1214	0	0	0	0
1215	0	0	0	0
1216	0	0	0	0
1217	0	0	0	0
1218	0	0	0	0
1219	0	0	0	0
1220	0	0	0	0
1221	0	0	0	0
1222	0	0	0	0
1223	0	0	0	0
1224	0	0	0	0
1225	0	0	0	0
1226	0	0	0	0
1227	0	0	0	0
1228	0	0	0	0
1229	0	0	0	0
1230	0	0	0	0
1231	0	0	0	0
1232	0	0	0	0
1233	0	0	0	0
1234	0	0	0	0
1235	0	0	0	0
1236	0	0	0	0
1237	0	0	0	0
1238	0	0	0	0
1239	0	0	0	0
1240	0	0	0	0
1241	0	0	0	0
1242	0	0	0	0
1243	0	0	0	0
1244	0	0	0	0
1245	0	0	0	0
1246	0	0	0	0
1247	0	0	0	0
1248	0	0	0	0
1249	0	0	0	0
1250	0	0	0	0
1251	0	0	0	0
1252	0	0	0	0
1253	0	0	0	0
1254	0	0	0	0
1255	0	0	0	0
1256	0	0	0	0
1257	0	0	0	0
1258	0	0	0	0
1259	0	0	0	0
1260	0	0	0	0
1261	0	0	0	0
1262	0	0	0	0
1263	0	0	0	0
1264	0	0	0	0
1265	0	0	0	0
1266	0	0	0	0
1267	0	0	0	0
1268	0	0	0	0
1269	0	0	0	0
1270	0	0	0	0
1271	0	0	0	0
1272	0	0	0	0
1273	0	0	0	0
1274	0	0	0	0
1275	0	0	0	0
1276	0	0	0	0
1277	0	0	0	0
1278	0	0	0	0
1279	0	0	0	0
1280	0	0	0	0
1281	0	0	0	0
1282	0	0	0	0
1283	0	0	0	0
1284	0	0	0	0
1285	0	0	0	0
